ticker,date,period_ending,estimate,reported,surprise,surprise%
EDIT,11/1/2024,9/30/2024,-0.75,-0.75,0,0.0000
EE,11/7/2024,9/30/2024,0.3065,0.4201,0.1136,37.0636
EEFT,10/23/2024,9/30/2024,3.12,3.03,-0.09,-2.8846
EFC,11/6/2024,9/30/2024,0.36,0.4,0.04,11.1111
EFSC,10/21/2024,9/30/2024,1.14,1.32,0.18,15.7895
EFX,10/16/2024,9/30/2024,1.83,1.85,0.02,1.0929
EG,10/30/2024,9/30/2024,11.91,14.62,2.71,22.7540
EGBN,10/23/2024,9/30/2024,0.44,0.72,0.28,63.6364
EGHT,11/4/2024,9/30/2024,0.08,0.09,0.01,12.5000
EGP,10/23/2024,9/30/2024,1.13,1.13,0,0.0000
EGY,11/11/2024,9/30/2024,0.14,0.08,-0.06,-42.8571
EHAB,11/6/2024,9/30/2024,0.04,0.03,-0.01,-25.0000
EHC,10/28/2024,9/30/2024,0.94,1.03,0.09,9.5745
EIG,10/30/2024,9/30/2024,0.78,0.81,0.03,3.8462
EIX,10/29/2024,9/30/2024,1.38,1.51,0.13,9.4203
EL,10/31/2024,9/30/2024,0.1,0.14,0.04,40.0000
ELAN,11/7/2024,9/30/2024,0.12,0.13,0.01,8.3333
ELF,11/6/2024,9/30/2024,0.42,0.77,0.35,83.3333
ELME,11/4/2024,9/30/2024,-0.03,-0.03,0,0.0000
ELS,10/21/2024,9/30/2024,0.44,0.44,0,0.0000
ELV,10/17/2024,9/30/2024,9.66,8.37,-1.29,-13.3540
ELVN,11/7/2024,9/30/2024,-0.5,-0.4782,0.0218,4.3600
EMBC,11/19/2024,9/30/2024,0.36,0.45,0.09,25.0000
EME,10/31/2024,9/30/2024,4.98,5.8,0.82,16.4659
EMN,10/31/2024,9/30/2024,2.14,2.26,0.12,5.6075
EMR,11/5/2024,9/30/2024,1.47,1.7355,0.2655,18.0612
ENFN,11/5/2024,9/30/2024,0.06,0.05,-0.01,-16.6667
ENOV,11/6/2024,9/30/2024,0.62,0.73,0.11,17.7419
ENPH,10/22/2024,9/30/2024,0.77,0.65,-0.12,-15.5844
ENR,11/12/2024,9/30/2024,1.1711,1.22,0.0489,4.1756
ENS,11/6/2024,9/30/2024,2.07,2.12,0.05,2.4155
ENSG,10/24/2024,9/30/2024,1.38,1.39,0.01,0.7246
ENTA,11/18/2024,9/30/2024,-0.92,-1.36,-0.44,-47.8261
ENTG,11/4/2024,9/30/2024,0.78,0.77,-0.01,-1.2821
ENVA,10/22/2024,9/30/2024,2.31,2.45,0.14,6.0606
ENVX,10/29/2024,9/30/2024,-0.2,-0.17,0.03,15.0000
EOG,11/7/2024,9/30/2024,2.77,2.89,0.12,4.3321
EOLS,11/6/2024,9/30/2024,-0.1,-0.16,-0.06,-60.0000
EPAC,12/17/2024,11/30/2024,0.42,0.4,-0.02,-4.7619
EPAM,11/7/2024,9/30/2024,2.7,3.12,0.42,15.5556
EPC,11/7/2024,9/30/2024,0.67,0.72,0.05,7.4627
EPM,11/12/2024,9/30/2024,0.04,0.02,-0.02,-50.0000
EPR,10/30/2024,9/30/2024,0.7,0.53,-0.17,-24.2857
EPRT,10/23/2024,9/30/2024,0.31,0.27,-0.04,-12.9032
EQBK,10/15/2024,9/30/2024,0.99,1.28,0.29,29.2929
EQH,11/4/2024,9/30/2024,1.53,1.53,0,0.0000
EQIX,10/30/2024,9/30/2024,2.93,3.1,0.17,5.8020
EQR,10/30/2024,9/30/2024,0.42,0.38,-0.04,-9.5238
EQT,10/29/2024,9/30/2024,0.06,0.12,0.06,100.0000
ERAS,11/13/2024,9/30/2024,-0.1671,-0.11,0.0571,34.1712
ERII,10/30/2024,9/30/2024,0.09,0.15,0.06,66.6667
ES,11/4/2024,9/30/2024,1.08,-0.33,-1.41,-130.5556
ESAB,10/29/2024,9/30/2024,1.12,1.25,0.13,11.6071
ESE,11/14/2024,9/30/2024,1.43,1.46,0.03,2.0979
ESI,10/28/2024,9/30/2024,0.38,0.39,0.01,2.6316
ESNT,11/1/2024,9/30/2024,1.7429,1.65,-0.0929,-5.3302
ESPR,11/5/2024,9/30/2024,-0.18,-0.15,0.03,16.6667
ESQ,10/24/2024,9/30/2024,1.31,1.34,0.03,2.2901
ESRT,10/21/2024,9/30/2024,0.05,0.08,0.03,60.0000
ESS,10/29/2024,9/30/2024,1.37,1.84,0.47,34.3066
ESTC,11/22/2024,10/31/2024,0.3815,0.59,0.2085,54.6527
ETD,10/30/2024,9/30/2024,0.56,0.58,0.02,3.5714
ETN,10/31/2024,9/30/2024,2.8,2.84,0.04,1.4286
ETNB,11/6/2024,9/30/2024,-0.64,-1.39,-0.75,-117.1875
ETR,10/31/2024,9/30/2024,2.97,2.99,0.02,0.6734
ETSY,10/30/2024,9/30/2024,0.53,0.45,-0.08,-15.0943
ETWO,1/7/2025,11/30/2024,0.05,0.05,0,0.0000
EU,11/11/2024,9/30/2024,-0.027,-0.1133,-0.0863,-319.6296
EVCM,11/13/2024,9/30/2024,0.1141,0.0187,-0.0954,-83.6109
EVER,11/4/2024,9/30/2024,0.15,0.31,0.16,106.6667
EVGO,11/12/2024,9/30/2024,-0.11,-0.1102,-0.0002,-0.1818
EVH,11/7/2024,9/30/2024,0.34,0.04,-0.3,-88.2353
EVR,10/23/2024,9/30/2024,1.96,2.04,0.08,4.0816
EVRG,11/7/2024,9/30/2024,1.93,2.02,0.09,4.6632
EVRI,11/6/2024,9/30/2024,0.16,-0.0301,-0.1901,-118.8125
EVTC,11/6/2024,9/30/2024,0.73,0.86,0.13,17.8082
EW,10/24/2024,9/30/2024,0.64,0.67,0.03,4.6875
EWBC,10/22/2024,9/30/2024,2.06,2.09,0.03,1.4563
EWCZ,11/14/2024,9/30/2024,0.06,0.1184,0.0584,97.3333
EWTX,11/7/2024,9/30/2024,-0.37,-0.36,0.01,2.7027
EXAS,11/5/2024,9/30/2024,-0.21,-0.21,0,0.0000
EXC,10/30/2024,9/30/2024,0.67,0.71,0.04,5.9701
EXE,10/29/2024,9/30/2024,-0.06,0.16,0.22,366.6667
EXEL,10/29/2024,9/30/2024,0.35,0.4,0.05,14.2857
EXLS,10/29/2024,9/30/2024,0.41,0.44,0.03,7.3171
EXP,10/29/2024,9/30/2024,4.65,4.27,-0.38,-8.1720
EXPD,11/5/2024,9/30/2024,1.35,1.63,0.28,20.7407
EXPE,11/7/2024,9/30/2024,6.03,6.13,0.1,1.6584
EXPI,11/7/2024,9/30/2024,0.05,-0.06,-0.11,-220.0000
EXPO,10/24/2024,9/30/2024,0.48,0.5,0.02,4.1667
EXR,10/29/2024,9/30/2024,1.12,0.91,-0.21,-18.7500
EXTR,10/30/2024,9/30/2024,0.12,0.17,0.05,41.6667
EYE,11/6/2024,9/30/2024,0.06,0.12,0.06,100.0000
EYPT,11/8/2024,9/30/2024,-0.55,-0.54,0.01,1.8182
F,10/28/2024,9/30/2024,0.47,0.49,0.02,4.2553
FA,11/12/2024,9/30/2024,0.25,0.26,0.01,4.0000
FAF,10/23/2024,9/30/2024,1.14,1.34,0.2,17.5439
FANG,11/4/2024,9/30/2024,3.99,3.38,-0.61,-15.2882
FARO,11/6/2024,9/30/2024,0.03,0.21,0.18,600.0000
FAST,10/11/2024,9/30/2024,0.51,0.52,0.01,1.9608
FATE,11/6/2024,9/30/2024,-0.4122,-0.4,0.0122,2.9597
FBIN,11/6/2024,9/30/2024,1.14,1.16,0.02,1.7544
FBIZ,10/24/2024,9/30/2024,1.19,1.24,0.05,4.2017
FBK,10/15/2024,9/30/2024,0.79,0.86,0.07,8.8608
FBNC,10/23/2024,9/30/2024,0.7,0.7,0,0.0000
FBP,10/23/2024,9/30/2024,0.41,0.45,0.04,9.7561
FBRT,11/4/2024,9/30/2024,0.34,-0.1,-0.44,-129.4118
FC,1/8/2025,11/30/2024,0.22,0.2002,-0.0198,-9.0000
FCBC,10/23/2024,9/30/2024,0.7,0.68,-0.02,-2.8571
FCEL,12/19/2024,10/31/2024,-0.0631,-1.9852,-1.9221,-3046.1173
FCF,10/29/2024,9/30/2024,0.36,0.31,-0.05,-13.8889
FCFS,10/24/2024,9/30/2024,1.62,1.67,0.05,3.0864
FCN,10/24/2024,9/30/2024,2.06,1.85,-0.21,-10.1942
FCNCA,10/24/2024,9/30/2024,47.4,45.87,-1.53,-3.2278
FCPT,10/30/2024,9/30/2024,0.28,0.27,-0.01,-3.5714
FCX,10/22/2024,9/30/2024,0.35,0.38,0.03,8.5714
FDMT,11/7/2024,9/30/2024,-0.7,-0.79,-0.09,-12.8571
FDP,10/31/2024,9/30/2024,0.48,0.77,0.29,60.4167
FDS,12/19/2024,11/30/2024,4.25,4.37,0.12,2.8235
FDX,12/19/2024,11/30/2024,3.95,4.05,0.1,2.5316
FE,10/29/2024,9/30/2024,0.9,0.85,-0.05,-5.5556
FELE,10/29/2024,9/30/2024,1.27,1.17,-0.1,-7.8740
FERG,11/27/2024,10/31/2024,2.6128,2.45,-0.1628,-6.2309
FFBC,10/24/2024,9/30/2024,0.66,0.55,-0.11,-16.6667
FFIC,10/24/2024,9/30/2024,0.19,0.3,0.11,57.8947
FFIN,10/17/2024,9/30/2024,0.39,0.39,0,0.0000
FFIV,10/28/2024,9/30/2024,3.45,3.67,0.22,6.3768
FFWM,10/29/2024,9/30/2024,-0.54,-1.23,-0.69,-127.7778
FG,11/6/2024,9/30/2024,1.09,1.22,0.13,11.9266
FHB,10/25/2024,9/30/2024,0.44,0.48,0.04,9.0909
FHN,10/16/2024,9/30/2024,0.38,0.42,0.04,10.5263
FI,10/22/2024,9/30/2024,2.26,2.3,0.04,1.7699
FIBK,10/25/2024,9/30/2024,0.5833,0.54,-0.0433,-7.4233
FICO,11/6/2024,9/30/2024,6.38,6.54,0.16,2.5078
FIGS,11/8/2024,9/30/2024,-0.0079,-0.01,-0.0021,-26.5823
FIHL,11/12/2024,9/30/2024,0.72,0.92,0.2,27.7778
FIP,10/31/2024,9/30/2024,-0.44,-0.4622,-0.0222,-5.0455
FIS,11/4/2024,9/30/2024,1.29,1.4,0.11,8.5271
FISI,10/24/2024,9/30/2024,0.76,0.84,0.08,10.5263
FITB,10/18/2024,9/30/2024,0.83,0.78,-0.05,-6.0241
FIVE,11/27/2024,10/31/2024,0.17,0.03,-0.14,-82.3529
FIVN,11/7/2024,9/30/2024,0.58,0.67,0.09,15.5172
FIX,10/24/2024,9/30/2024,3.97,4.09,0.12,3.0227
FIZZ,12/5/2024,10/31/2024,0.4892,0.49,0.0008,0.1635
FL,11/27/2024,10/31/2024,0.41,0.33,-0.08,-19.5122
FLG,10/25/2024,9/30/2024,-0.4,-0.69,-0.29,-72.5000
FLGT,11/8/2024,9/30/2024,-0.15,0.31,0.46,306.6667
FLIC,10/24/2024,9/30/2024,0.2,0.2,0,0.0000
FLNC,11/26/2024,9/30/2024,0.2918,0.2996,0.0078,2.6731
FLNG,11/29/2024,9/30/2024,0.54,0.3222,-0.2178,-40.3333
FLO,11/8/2024,9/30/2024,0.29,0.33,0.04,13.7931
FLR,11/8/2024,9/30/2024,0.76,0.51,-0.25,-32.8947
FLS,10/28/2024,9/30/2024,0.67,0.69,0.02,2.9851
FLWS,10/31/2024,9/30/2024,-0.54,-0.53,0.01,1.8519
FLYW,11/8/2024,9/30/2024,0.2752,0.266,-0.0092,-3.3430
FMAO,10/30/2024,9/30/2024,0.41,0.48,0.07,17.0732
FMBH,10/28/2024,9/30/2024,0.84,0.81,-0.03,-3.5714
FMC,10/29/2024,9/30/2024,0.53,0.69,0.16,30.1887
FMNB,10/23/2024,9/30/2024,0.35,0.23,-0.12,-34.2857
FN,11/4/2024,9/30/2024,2.38,2.1257,-0.2543,-10.6849
FNA,11/4/2024,9/30/2024,-0.16,-0.1437,0.0163,10.1875
FNB,10/17/2024,9/30/2024,0.35,0.34,-0.01,-2.8571
FND,10/30/2024,9/30/2024,0.43,0.48,0.05,11.6279
FNF,11/6/2024,9/30/2024,1.39,1.3,-0.09,-6.4748
FNKO,11/7/2024,9/30/2024,0.04,0.14,0.1,250.0000
FOLD,11/6/2024,9/30/2024,-0.01,-0.02,-0.01,-100.0000
FOR,10/29/2024,9/30/2024,1.31,1.6,0.29,22.1374
FORM,10/30/2024,9/30/2024,0.31,0.35,0.04,12.9032
FORR,11/5/2024,9/30/2024,0.34,0.29,-0.05,-14.7059
FOUR,11/12/2024,9/30/2024,1.07,1.04,-0.03,-2.8037
FOXA,11/4/2024,9/30/2024,1.11,1.45,0.34,30.6306
FOXF,11/1/2024,9/30/2024,0.4075,0.35,-0.0575,-14.1104
FPI,10/30/2024,9/30/2024,-0.04,0.02,0.06,150.0000
FR,10/16/2024,9/30/2024,0.38,0.75,0.37,97.3684
FRBA,10/23/2024,9/30/2024,0.4,0.32,-0.08,-20.0000
FRGE,11/6/2024,9/30/2024,-0.09,-0.1,-0.01,-11.1111
FRME,10/24/2024,9/30/2024,0.9,0.84,-0.06,-6.6667
FRPT,11/4/2024,9/30/2024,0.11,0.24,0.13,118.1818
FRSH,11/6/2024,9/30/2024,0.08,0.11,0.03,37.5000
FRST,10/24/2024,9/30/2024,0.43,0.08,-0.35,-81.3953
FRT,10/30/2024,9/30/2024,0.71,0.7,-0.01,-1.4085
FSBC,10/29/2024,9/30/2024,0.53,0.52,-0.01,-1.8868
FSBW,10/22/2024,9/30/2024,1.14,1.29,0.15,13.1579
FSLR,10/29/2024,9/30/2024,3.14,2.91,-0.23,-7.3248
FSLY,11/6/2024,9/30/2024,-0.06,0.02,0.08,133.3333
FSS,10/31/2024,9/30/2024,0.84,0.88,0.04,4.7619
FTAI,10/30/2024,9/30/2024,0.77,0.76,-0.01,-1.2987
FTDR,11/4/2024,9/30/2024,1.05,1.38,0.33,31.4286
FTI,10/24/2024,9/30/2024,0.3967,0.64,0.2433,61.3310
FTNT,11/7/2024,9/30/2024,0.52,0.63,0.11,21.1538
FTRE,11/11/2024,9/30/2024,0.25,0.23,-0.02,-8.0000
FTV,10/30/2024,9/30/2024,0.93,0.97,0.04,4.3011
FUBO,11/1/2024,9/30/2024,-0.18,-0.16,0.02,11.1111
FUL,1/15/2025,11/30/2024,1.24,0.92,-0.32,-25.8065
FULC,11/5/2024,9/30/2024,-0.41,-0.4633,-0.0533,-13.0000
FULT,10/15/2024,9/30/2024,0.44,0.5,0.06,13.6364
FUN,11/6/2024,9/30/2024,3.39,1.0988,-2.2912,-67.5870
FWONA,11/7/2024,9/30/2024,0.17,0.16,-0.01,-5.8824
FWONK,11/7/2024,9/30/2024,0.19,0.16,-0.03,-15.7895
FWRD,11/4/2024,9/30/2024,-0.16,-1.74,-1.58,-987.5000
FWRG,11/7/2024,9/30/2024,0.0486,0.0484,-0.0002,-0.4115
FYBR,11/5/2024,9/30/2024,-0.19,-0.33,-0.14,-73.6842
G,11/4/2024,9/30/2024,0.8,0.85,0.05,6.2500
GABC,10/28/2024,9/30/2024,0.7,0.71,0.01,1.4286
GATX,10/22/2024,9/30/2024,1.85,2.5,0.65,35.1351
GBCI,10/24/2024,9/30/2024,0.42,0.45,0.03,7.1429
GBIO,11/7/2024,9/30/2024,-0.28,-0.23,0.05,17.8571
GBTG,11/5/2024,9/30/2024,-0.0004,-0.0952,-0.0948,-23700.0000
GBX,1/3/2025,11/30/2024,0.9,1.72,0.82,91.1111
GCI,10/31/2024,9/30/2024,-0.07,-0.14,-0.07,-100.0000
GCMG,11/8/2024,9/30/2024,0.15,0.15,0,0.0000
GCO,11/29/2024,10/31/2024,0.295,0.61,0.315,106.7797
GCT,11/8/2024,9/30/2024,0.67,1.15,0.48,71.6418
GD,10/23/2024,9/30/2024,3.48,3.35,-0.13,-3.7356
GDDY,10/30/2024,9/30/2024,1.23,1.32,0.09,7.3171
GDEN,11/7/2024,9/30/2024,0.1,0.18,0.08,80.0000
GDOT,11/7/2024,9/30/2024,0.17,0.13,-0.04,-23.5294
GDYN,10/31/2024,9/30/2024,0.09,0.1,0.01,11.1111
GE,10/22/2024,9/30/2024,1.14,1.15,0.01,0.8772
GEF,12/4/2024,10/31/2024,1.0957,0.85,-0.2457,-22.4240
GEHC,10/30/2024,9/30/2024,1.05,1.14,0.09,8.5714
GEN,10/30/2024,9/30/2024,0.54,0.54,0,0.0000
GEO,11/7/2024,9/30/2024,0.24,0.21,-0.03,-12.5000
GERN,11/7/2024,9/30/2024,-0.08,-0.04,0.04,50.0000
GETY,11/7/2024,9/30/2024,0.03,-0.01,-0.04,-133.3333
GEV,10/23/2024,9/30/2024,0.2192,-0.0363,-0.2555,-116.5602
GFF,11/13/2024,9/30/2024,1.178,1.47,0.292,24.7878
GFS,11/5/2024,9/30/2024,0.3315,0.41,0.0785,23.6802
GGG,10/23/2024,9/30/2024,0.76,0.71,-0.05,-6.5789
GH,11/6/2024,9/30/2024,-0.74,-0.88,-0.14,-18.9189
GHC,10/30/2024,9/30/2024,15.31,17.25,1.94,12.6715
GHM,11/4/2024,9/30/2024,0.18,0.31,0.13,72.2222
GIC,10/29/2024,9/30/2024,0.58,0.44,-0.14,-24.1379
GIII,12/3/2024,10/31/2024,2.26,2.59,0.33,14.6018
GILD,11/6/2024,9/30/2024,1.55,2.02,0.47,30.3226
GIS,12/18/2024,11/30/2024,1.22,1.4,0.18,14.7541
GKOS,11/4/2024,9/30/2024,-0.48,-0.28,0.2,41.6667
GL,10/23/2024,9/30/2024,3.06,3.49,0.43,14.0523
GLDD,11/5/2024,9/30/2024,0.18,0.13,-0.05,-27.7778
GLNG,11/12/2024,9/30/2024,0.39,-0.3332,-0.7232,-185.4359
GLOB,11/15/2024,9/30/2024,1.6263,1.63,0.0037,0.2275
GLPI,10/24/2024,9/30/2024,0.75,0.67,-0.08,-10.6667
GLRE,11/4/2024,9/30/2024,0.65,1.01,0.36,55.3846
GLUE,11/7/2024,9/30/2024,-0.4709,-0.29,0.1809,38.4158
GLW,10/29/2024,9/30/2024,0.53,0.54,0.01,1.8868
GM,10/22/2024,9/30/2024,2.43,2.96,0.53,21.8107
GME,12/10/2024,10/31/2024,-0.06,0.06,0.12,200.0000
GMED,11/5/2024,9/30/2024,0.65,0.83,0.18,27.6923
GMRE,11/6/2024,9/30/2024,0.02,0.03,0.01,50.0000
GMS,12/5/2024,10/31/2024,2.1898,2.02,-0.1698,-7.7541
GNK,11/6/2024,9/30/2024,0.41,0.41,0,0.0000
GNL,11/6/2024,9/30/2024,-0.16,-0.33,-0.17,-106.2500
GNRC,10/31/2024,9/30/2024,1.95,2.25,0.3,15.3846
GNTX,10/25/2024,9/30/2024,0.48,0.53,0.05,10.4167
GNTY,10/14/2024,9/30/2024,0.61,0.65,0.04,6.5574
GNW,11/6/2024,9/30/2024,0.19,0.19,0,0.0000
GO,11/5/2024,9/30/2024,0.27,0.28,0.01,3.7037
GOGL,11/29/2024,9/30/2024,0.32,0.33,0.01,3.1250
GOGO,11/5/2024,9/30/2024,0.05,0.13,0.08,160.0000
GOLF,11/7/2024,9/30/2024,0.79,0.89,0.1,12.6582
GOOD,11/4/2024,9/30/2024,-0.05,0.18,0.23,460.0000
GOOG,10/28/2024,9/30/2024,1.85,2.12,0.27,14.5946
GOOGL,10/28/2024,9/30/2024,1.85,2.12,0.27,14.5946
GPC,10/22/2024,9/30/2024,2.42,1.88,-0.54,-22.3140
GPI,10/30/2024,9/30/2024,9.87,9.9,0.03,0.3040
GPK,10/29/2024,9/30/2024,0.68,0.64,-0.04,-5.8824
GPMT,11/6/2024,9/30/2024,-0.82,-0.75,0.07,8.5366
GPN,10/30/2024,9/30/2024,3.12,3.08,-0.04,-1.2821
GPOR,11/5/2024,9/30/2024,2.93,3.42,0.49,16.7235
GPRE,10/31/2024,9/30/2024,0.15,0.69,0.54,360.0000
GPRO,11/7/2024,9/30/2024,-0.04,-0.0534,-0.0134,-33.5000
GRAL,11/13/2024,9/30/2024,-6.43,-3.5027,2.9273,45.5257
GRBK,10/30/2024,9/30/2024,2.07,1.98,-0.09,-4.3478
GRC,10/25/2024,9/30/2024,0.55,0.49,-0.06,-10.9091
GRMN,10/30/2024,9/30/2024,1.44,1.99,0.55,38.1944
GRND,11/8/2024,9/30/2024,0.07,0.1017,0.0317,45.2857
GRNT,11/8/2024,9/30/2024,0.135,0.14,0.005,3.7037
GRWG,11/12/2024,9/30/2024,-0.11,-0.19,-0.08,-72.7273
GS,10/15/2024,9/30/2024,6.89,8.4,1.51,21.9158
GSBC,10/16/2024,9/30/2024,1.26,1.41,0.15,11.9048
GSHD,10/23/2024,9/30/2024,0.45,0.5,0.05,11.1111
GT,11/4/2024,9/30/2024,0.21,0.37,0.16,76.1905
GTES,10/30/2024,9/30/2024,0.31,0.33,0.02,6.4516
GTLB,12/5/2024,10/31/2024,0.1545,0.23,0.0755,48.8673
GTLS,11/1/2024,9/30/2024,2.48,2.18,-0.3,-12.0968
GTN,11/8/2024,9/30/2024,0.92,0.87,-0.05,-5.4348
GTY,10/23/2024,9/30/2024,0.31,0.27,-0.04,-12.9032
GVA,10/31/2024,9/30/2024,2.47,2.05,-0.42,-17.0040
GWRE,12/5/2024,10/31/2024,0.3,0.43,0.13,43.3333
GWW,10/31/2024,9/30/2024,9.97,9.87,-0.1,-1.0030
GXO,11/5/2024,9/30/2024,0.7695,0.79,0.0205,2.6641
H,10/31/2024,9/30/2024,1.38,0.94,-0.44,-31.8841
HAE,11/7/2024,9/30/2024,1.07,1.12,0.05,4.6729
HAFC,10/22/2024,9/30/2024,0.48,0.49,0.01,2.0833
HAIN,11/5/2024,9/30/2024,-0.02,-0.04,-0.02,-100.0000
HAL,10/22/2024,9/30/2024,0.76,0.73,-0.03,-3.9474
HALO,10/31/2024,9/30/2024,0.98,1.27,0.29,29.5918
HAS,10/24/2024,9/30/2024,1.28,1.73,0.45,35.1563
HASI,10/31/2024,9/30/2024,0.54,0.52,-0.02,-3.7037
HAYW,10/29/2024,9/30/2024,0.1,0.11,0.01,10.0000
HBAN,10/17/2024,9/30/2024,0.3,0.33,0.03,10.0000
HBCP,10/17/2024,9/30/2024,0.99,1.18,0.19,19.1919
HBI,11/7/2024,9/30/2024,0.12,0.15,0.03,25.0000
HBNC,10/23/2024,9/30/2024,0.37,0.41,0.04,10.8108
HBT,10/21/2024,9/30/2024,0.57,0.57,0,0.0000
HCA,10/25/2024,9/30/2024,4.97,5.03,0.06,1.2072
HCAT,11/6/2024,9/30/2024,0.1,0.07,-0.03,-30.0000
HCC,10/30/2024,9/30/2024,0.75,0.8,0.05,6.6667
HCI,11/7/2024,9/30/2024,0.27,0.47,0.2,74.0741
HCKT,11/4/2024,9/30/2024,0.4,0.43,0.03,7.5000
HCSG,10/23/2024,9/30/2024,0.2,0.19,-0.01,-5.0000
HD,11/12/2024,10/31/2024,3.63,3.78,0.15,4.1322
HDSN,11/4/2024,9/30/2024,0.16,0.17,0.01,6.2500
HE,11/8/2024,9/30/2024,0.52,0.46,-0.06,-11.5385
HEES,10/29/2024,9/30/2024,1,0.85,-0.15,-15.0000
HEI,12/16/2024,10/31/2024,0.9789,0.99,0.0111,1.1339
HELE,1/8/2025,11/30/2024,2.5834,2.67,0.0866,3.3522
HES,10/30/2024,9/30/2024,1.77,2.14,0.37,20.9040
HFWA,10/24/2024,9/30/2024,0.41,0.33,-0.08,-19.5122
HG,11/6/2024,9/30/2024,0.71,0.74,0.03,4.2254
HGV,11/7/2024,9/30/2024,0.83,0.28,-0.55,-66.2651
HHH,11/4/2024,9/30/2024,0.2,1.46,1.26,630.0000
HI,11/13/2024,9/30/2024,0.92,1.01,0.09,9.7826
HIG,10/24/2024,9/30/2024,2.54,2.53,-0.01,-0.3937
